KEY,DATE,TARGET ROOM,ROOM EXAM CAPACITY,TOTAL STUDENTS,COURSES MERGED,UTILIZATION
17/12/2025_13g00_2,2025-12-17,H6-412,123,122,"CO2003(42), CO3027(40), CH2013(40)",0.991869918699187
17/12/2025_13g00_2,2025-12-17,H6-405,120,120,"CO2003(41), CO3027(40), CH2013(39)",1.0
17/12/2025_13g00_2,2025-12-17,H6-312,80,80,"CO2003(40), EE3075(40)",1.0
17/12/2025_13g00_2,2025-12-17,H6-414,80,80,"CO2003(40), EE3167(40)",1.0
17/12/2025_13g00_2,2025-12-17,H6-415,80,80,"CO2003(40), IM3087(40)",1.0
17/12/2025_13g00_2,2025-12-17,H6-310,80,80,"CO2003(40), IM3087(40)",1.0
17/12/2025_13g00_2,2025-12-17,H6-514,108,105,"IM3087(40), ME2123(40), TR3143(25)",0.9722222222222222
17/12/2025_13g00_2,2025-12-17,H3-506,142,141,"ME2123(40), CH2013(40), TR3143(40), EE3167(21)",0.9929577464788732
17/12/2025_13g00_2,2025-12-17,H6-214,80,80,"CO2003(40), CO1003(40)",1.0
17/12/2025_13g00_2,2025-12-17,H6-110,80,80,"CI2095(40), CO1003(40)",1.0
17/12/2025_13g00_2,2025-12-17,H6-201,120,119,"CI2095(40), CO1003(40), EE1007(39)",0.9916666666666667
17/12/2025_13g00_2,2025-12-17,H6-205,117,117,"CI2095(40), CO1003(40), TR3143(37)",1.0
17/12/2025_13g00_2,2025-12-17,H6-208,117,117,"CI2095(40), CO1003(40), ME2123(37)",1.0
17/12/2025_13g00_2,2025-12-17,H6-211,126,119,"CI2095(40), CO1003(40), ME2123(39)",0.9444444444444444
17/12/2025_13g00_2,2025-12-17,H3-303,88,79,"CO1003(40), CI2095(39)",0.8977272727272727
17/12/2025_13g00_2,2025-12-17,H2-301,156,155,"TR3143(39), CI2095(39), CO1003(39), IM3087(38)",0.9935897435897436
17/12/2025_13g00_2,2025-12-17,H6-206,80,78,"CI2095(39), CO1003(39)",0.975
17/12/2025_13g00_2,2025-12-17,H6-112,80,74,"CI2095(39), CI1003(35)",0.925
17/12/2025_13g00_2,2025-12-17,H6-213,80,72,"CI2095(37), CI1003(35)",0.9
17/12/2025_13g00_2,2025-12-17,H2-407,84,62,"CH2013(34), IM3087(28)",0.7380952380952381
17/12/2025_13g00_2,2025-12-17,H2-402,63,30,CH2013(30),0.47619047619047616
17/12/2025_15g30_1,2025-12-17,B4-305,80,35,CH2045(35),0.4375
17/12/2025_15g30_2,2025-12-17,H6-113,129,48,CH2045(48),0.37209302325581395
18/12/2025_07g00_1,2025-12-18,B4-505,120,115,"SP1039(44), ME1021(29), MA5023(22), CI4193(16), LA1027(4)",0.9583333333333334
18/12/2025_07g00_1,2025-12-18,B4-406,108,51,"SP1039(37), EE5015(14)",0.4722222222222222
18/12/2025_07g00_1,2025-12-18,B4-305,80,34,SP1039(34),0.425
18/12/2025_07g00_1,2025-12-18,B4-306,80,33,SP1039(33),0.4125
18/12/2025_07g00_1,2025-12-18,B4-502,80,30,SP1039(30),0.375
18/12/2025_07g00_1,2025-12-18,B4-501,80,30,SP1039(30),0.375
18/12/2025_07g00_1,2025-12-18,B4-301,60,30,SP1039(30),0.5
18/12/2025_07g00_1,2025-12-18,B4-302,60,30,SP1039(30),0.5
18/12/2025_07g00_1,2025-12-18,B4-303,60,30,SP1039(30),0.5
18/12/2025_07g00_1,2025-12-18,B4-405,60,30,SP1039(30),0.5
18/12/2025_07g00_1,2025-12-18,B4-401,60,30,SP1039(30),0.5
18/12/2025_07g00_1,2025-12-18,B4-402,60,30,SP1039(30),0.5
18/12/2025_07g00_1,2025-12-18,B4-403,60,29,SP1039(29),0.48333333333333334
18/12/2025_07g00_1,2025-12-18,B4-504,60,29,SP1039(29),0.48333333333333334
18/12/2025_07g00_1,2025-12-18,B1-210,48,20,SP1039(20),0.4166666666666667
18/12/2025_07g00_1,2025-12-18,B1-214,48,18,SP1039(18),0.375
18/12/2025_07g00_1,2025-12-18,B1-215,48,16,SP1039(16),0.3333333333333333
18/12/2025_07g00_2,2025-12-18,H6-802,120,115,"SP1039(48), ME2059(45), ME4083(22)",0.9583333333333334
18/12/2025_07g00_2,2025-12-18,H2-301,156,153,"CI2159(43), SP1039(40), GE1027(40), IU4021(30)",0.9807692307692307
18/12/2025_07g00_2,2025-12-18,H2-302,117,101,"CI2159(40), SP1039(40), IM3035(21)",0.8632478632478633
18/12/2025_07g00_2,2025-12-18,H6-305,129,120,"SP1039(40), GE1027(40), IM3035(40)",0.9302325581395349
18/12/2025_07g00_2,2025-12-18,H6-306,80,61,"SP1039(40), GE1027(21)",0.7625
18/12/2025_07g00_2,2025-12-18,H6-308,144,40,SP1039(40),0.2777777777777778
18/12/2025_07g00_2,2025-12-18,H6-311,135,40,SP1039(40),0.2962962962962963
18/12/2025_07g00_2,2025-12-18,H6-412,123,40,SP1039(40),0.3252032520325203
18/12/2025_07g00_2,2025-12-18,H6-211,126,40,SP1039(40),0.31746031746031744
18/12/2025_07g00_2,2025-12-18,H6-504,106,40,SP1039(40),0.37735849056603776
18/12/2025_07g00_2,2025-12-18,H6-512,105,40,SP1039(40),0.38095238095238093
18/12/2025_07g00_2,2025-12-18,H6-514,108,40,SP1039(40),0.37037037037037035
18/12/2025_07g00_2,2025-12-18,H6-516,114,40,SP1039(40),0.3508771929824561
18/12/2025_07g00_2,2025-12-18,H6-810,120,40,SP1039(40),0.3333333333333333
18/12/2025_07g00_2,2025-12-18,H6-212,80,40,SP1039(40),0.5
18/12/2025_07g00_2,2025-12-18,H6-213,80,40,SP1039(40),0.5
18/12/2025_07g00_2,2025-12-18,H6-811,150,40,SP1039(40),0.26666666666666666
18/12/2025_07g00_2,2025-12-18,H6-206,80,40,SP1039(40),0.5
18/12/2025_07g00_2,2025-12-18,H6-205,117,40,SP1039(40),0.3418803418803419
18/12/2025_07g00_2,2025-12-18,H6-201,120,40,SP1039(40),0.3333333333333333
18/12/2025_07g00_2,2025-12-18,H6-113,129,40,SP1039(40),0.31007751937984496
18/12/2025_07g00_2,2025-12-18,H6-112,80,40,SP1039(40),0.5
18/12/2025_07g00_2,2025-12-18,H6-110,80,40,SP1039(40),0.5
18/12/2025_07g00_2,2025-12-18,H6-109,80,40,SP1039(40),0.5
18/12/2025_07g00_2,2025-12-18,H6-208,117,40,SP1039(40),0.3418803418803419
18/12/2025_07g00_2,2025-12-18,H6-506,105,39,SP1039(39),0.37142857142857144
18/12/2025_07g00_2,2025-12-18,H6-510,102,39,SP1039(39),0.38235294117647056
18/12/2025_07g00_2,2025-12-18,H6-210,80,39,SP1039(39),0.4875
18/12/2025_07g00_2,2025-12-18,H6-313,80,39,SP1039(39),0.4875
18/12/2025_07g00_2,2025-12-18,H6-312,80,39,SP1039(39),0.4875
18/12/2025_07g00_2,2025-12-18,H6-310,80,39,SP1039(39),0.4875
18/12/2025_07g00_2,2025-12-18,H6-411,80,38,SP1039(38),0.475
18/12/2025_07g00_2,2025-12-18,H6-413,80,36,SP1039(36),0.45
18/12/2025_09g30_1,2025-12-18,B4-406,108,39,"IM1033(38), LA3019(1)",0.3611111111111111
18/12/2025_09g30_1,2025-12-18,B4-402,60,30,IM1033(30),0.5
18/12/2025_09g30_1,2025-12-18,B4-403,60,30,IM1033(30),0.5
18/12/2025_09g30_1,2025-12-18,B4-405,60,30,IM1033(30),0.5
18/12/2025_09g30_2,2025-12-18,H6-205,117,85,"IM1033(45), PH1005(40)",0.7264957264957265
18/12/2025_09g30_2,2025-12-18,H6-208,117,80,"IM1033(44), PH1005(36)",0.6837606837606838
18/12/2025_09g30_2,2025-12-18,H6-206,80,59,"IM1033(40), PH1005(19)",0.7375
18/12/2025_09g30_2,2025-12-18,H6-210,80,40,IM1033(40),0.5
18/12/2025_13g00_1,2025-12-18,B4-406,108,108,"EE2033(44), CO2007(43), ME3009(21)",1.0
18/12/2025_13g00_1,2025-12-18,B4-505,120,115,"EE2401(43), CO2007(42), EE2033(30)",0.9583333333333334
18/12/2025_13g00_1,2025-12-18,B1-311,80,80,"CO2007(42), CI1007(38)",1.0
18/12/2025_13g00_1,2025-12-18,C6-401,80,72,"TR1003(40), CO2007(32)",0.9
18/12/2025_13g00_1,2025-12-18,B6-306,80,62,"EE2401(32), EE2033(30)",0.775
18/12/2025_13g00_1,2025-12-18,B4-405,60,60,"EE2033(30), EE2401(30)",1.0
18/12/2025_13g00_1,2025-12-18,B4-305,80,80,"EE2033(30), EE2401(30), CO3137(20)",1.0
18/12/2025_13g00_1,2025-12-18,B6-303,60,60,"EE2401(30), EE2033(30)",1.0
18/12/2025_13g00_1,2025-12-18,B6-304,60,60,"EE2401(30), ME4021(30)",1.0
18/12/2025_13g00_1,2025-12-18,B6-305,60,60,"EE2401(30), EE2033(30)",1.0
18/12/2025_13g00_1,2025-12-18,C6-402,80,79,"TR1003(30), CO2007(30), ME3009(19)",0.9875
18/12/2025_13g00_1,2025-12-18,B4-501,80,79,"CI1007(30), CO2007(30), ME4021(19)",0.9875
18/12/2025_13g00_1,2025-12-18,B1-315,56,56,"CO2007(30), EE2033(26)",1.0
18/12/2025_13g00_1,2025-12-18,B1-314,56,52,"CO2007(30), AS2059(22)",0.9285714285714286
18/12/2025_13g00_1,2025-12-18,B1-313,56,51,"CO2007(30), CH3327(21)",0.9107142857142857
18/12/2025_13g00_1,2025-12-18,B1-309,56,51,"CO2007(30), CI1007(21)",0.9107142857142857
18/12/2025_13g00_1,2025-12-18,B1-308,72,57,"CO2007(30), ME3009(27)",0.7916666666666666
18/12/2025_13g00_1,2025-12-18,B1-303,56,30,CO2007(30),0.5357142857142857
18/12/2025_13g00_1,2025-12-18,B1-302,56,30,CO2007(30),0.5357142857142857
18/12/2025_13g00_1,2025-12-18,B4-303,60,27,EE2033(27),0.45
18/12/2025_13g00_2,2025-12-18,H2-306,156,153,"TR1003(55), ME4021(45), AS2059(41), CH3327(12)",0.9807692307692307
18/12/2025_13g00_2,2025-12-18,H6-802,120,120,"CI1007(41), EE2033(40), CO2007(39)",1.0
18/12/2025_13g00_2,2025-12-18,H6-308,144,121,"CI1007(41), EE2033(40), ME3009(40)",0.8402777777777778
18/12/2025_13g00_2,2025-12-18,H6-205,117,115,"EE2033(40), ME3009(40), CI1003(35)",0.9829059829059829
18/12/2025_13g00_2,2025-12-18,H6-206,80,80,"EE2033(40), ME4021(40)",1.0
18/12/2025_13g00_2,2025-12-18,H6-208,117,115,"EE2033(40), TR1003(40), CI1003(35)",0.9829059829059829
18/12/2025_13g00_2,2025-12-18,H6-210,80,80,"EE2033(40), CI1007(40)",1.0
18/12/2025_13g00_2,2025-12-18,H6-211,126,120,"EE2033(40), CO2007(40), CI1007(40)",0.9523809523809523
18/12/2025_13g00_2,2025-12-18,H6-212,80,80,"EE2033(40), CI1007(40)",1.0
18/12/2025_13g00_2,2025-12-18,H6-214,80,80,"EE2033(40), CI1007(40)",1.0
18/12/2025_13g00_2,2025-12-18,H6-213,80,80,"EE2033(40), CI1007(40)",1.0
18/12/2025_13g00_2,2025-12-18,H6-110,80,80,"EE2033(40), CI1007(40)",1.0
18/12/2025_13g00_2,2025-12-18,H6-305,129,120,"EE2033(40), CO2007(40), TR1003(40)",0.9302325581395349
18/12/2025_13g00_2,2025-12-18,H6-306,80,80,"EE2033(40), CO2007(40)",1.0
18/12/2025_13g00_2,2025-12-18,H6-311,135,119,"EE2033(40), CO2007(40), ME4021(39)",0.8814814814814815
18/12/2025_13g00_2,2025-12-18,H6-112,80,80,"EE2033(40), CO2007(40)",1.0
18/12/2025_13g00_2,2025-12-18,H6-109,80,80,"EE2033(40), CO2007(40)",1.0
18/12/2025_13g00_2,2025-12-18,H3-401,142,142,"CO2007(40), CI1003(35), CI1007(34), EE2033(33)",1.0
18/12/2025_13g00_2,2025-12-18,H3-504,88,73,"CO2007(39), CI1007(34)",0.8295454545454546
18/12/2025_13g00_2,2025-12-18,H3-404,88,73,"CO2007(39), CI1007(34)",0.8295454545454546
18/12/2025_13g00_2,2025-12-18,H2-205,117,113,"ME4021(33), EE2033(31), CO3137(27), CI1007(22)",0.9658119658119658
18/12/2025_13g00_2,2025-12-18,H6-313,80,27,EE2033(27),0.3375
18/12/2025_15g30_1,2025-12-18,B4-303,60,59,"CO3065(30), CI4131(29)",0.9833333333333333
18/12/2025_15g30_1,2025-12-18,B4-302,60,44,"CO3065(27), CI4131(17)",0.7333333333333333
18/12/2025_15g30_2,2025-12-18,H6-112,80,75,"CO3065(40), CI1003(35)",0.9375
18/12/2025_15g30_2,2025-12-18,H6-113,129,73,"CO3065(40), CI1003(33)",0.5658914728682171
18/12/2025_15g30_2,2025-12-18,H6-110,80,39,CO3065(39),0.4875
19/12/2025_07g00_1,2025-12-19,B4-505,120,120,"ME2141(43), IM3063(36), MA5015(27), AS3169(14)",1.0
19/12/2025_07g00_1,2025-12-19,B4-303,60,58,"IM3063(31), AS2039(22), GE2059(5)",0.9666666666666667
19/12/2025_07g00_1,2025-12-19,B4-302,60,60,"IM3063(30), ME2141(30)",1.0
19/12/2025_07g00_1,2025-12-19,B4-402,60,52,"EE3015(22), CH4113(19), MA2039(11)",0.8666666666666667
19/12/2025_07g00_2,2025-12-19,H6-201,120,104,"ME2161(53), AS3169(51)",0.8666666666666667
19/12/2025_07g00_2,2025-12-19,H6-311,135,131,"EE3205(48), AS2039(42), MA4069(41)",0.9703703703703703
19/12/2025_07g00_2,2025-12-19,H6-312,80,80,"EE3205(42), EE3015(38)",1.0
19/12/2025_07g00_2,2025-12-19,H6-306,80,80,"IM3063(40), GE3105(40)",1.0
19/12/2025_07g00_2,2025-12-19,H6-212,80,80,"IM3063(40), ME2141(40)",1.0
19/12/2025_07g00_2,2025-12-19,H6-211,126,120,"IM3063(40), ME2141(40), EE3057(40)",0.9523809523809523
19/12/2025_07g00_2,2025-12-19,H6-210,80,80,"EE3015(40), CI3269(40)",1.0
19/12/2025_07g00_2,2025-12-19,H6-208,117,116,"EE3015(40), CI3269(40), ME2141(36)",0.9914529914529915
19/12/2025_07g00_2,2025-12-19,H6-205,117,115,"EE3015(40), IM3063(40), IU3061(35)",0.9829059829059829
19/12/2025_07g00_2,2025-12-19,H6-113,129,113,"EE3015(40), ME2141(39), IM3063(34)",0.875968992248062
19/12/2025_07g00_2,2025-12-19,H6-109,80,68,"EE3015(36), GE2059(32)",0.85
19/12/2025_07g00_2,2025-12-19,H6-110,80,65,"EE3015(35), IM3063(30)",0.8125
19/12/2025_07g00_2,2025-12-19,H1-101,138,132,"EN3023(30), CH4113(29), EE3015(26), TR4001(24), ME2141(23)",0.9565217391304348
19/12/2025_07g00_2,2025-12-19,H1-104,138,80,"CI3251(22), GE3105(20), EE3057(20), MA3103(18)",0.5797101449275363
19/12/2025_09g30_1,2025-12-19,B4-505,120,77,"SP1031(45), TR3137(32)",0.6416666666666667
19/12/2025_09g30_1,2025-12-19,B4-406,108,45,"SP1031(39), TR3137(6)",0.4166666666666667
19/12/2025_09g30_1,2025-12-19,B1-208,84,37,SP1031(37),0.44047619047619047
19/12/2025_09g30_1,2025-12-19,B1-306,84,32,SP1031(32),0.38095238095238093
19/12/2025_09g30_1,2025-12-19,B4-405,60,30,SP1031(30),0.5
19/12/2025_09g30_1,2025-12-19,B6-304,60,30,SP1031(30),0.5
19/12/2025_09g30_1,2025-12-19,B4-501,80,30,SP1031(30),0.375
19/12/2025_09g30_1,2025-12-19,B4-502,80,30,SP1031(30),0.375
19/12/2025_09g30_1,2025-12-19,B4-504,60,30,SP1031(30),0.5
19/12/2025_09g30_1,2025-12-19,B1-213,72,30,SP1031(30),0.4166666666666667
19/12/2025_09g30_1,2025-12-19,B6-302,60,30,SP1031(30),0.5
19/12/2025_09g30_1,2025-12-19,B6-303,60,30,SP1031(30),0.5
19/12/2025_09g30_1,2025-12-19,B6-305,60,30,SP1031(30),0.5
19/12/2025_09g30_1,2025-12-19,B1-305,72,30,SP1031(30),0.4166666666666667
19/12/2025_09g30_1,2025-12-19,B6-306,80,30,SP1031(30),0.375
19/12/2025_09g30_1,2025-12-19,B8-301,66,30,SP1031(30),0.45454545454545453
19/12/2025_09g30_1,2025-12-19,B8-303,62,30,SP1031(30),0.4838709677419355
19/12/2025_09g30_1,2025-12-19,B8-304,62,30,SP1031(30),0.4838709677419355
19/12/2025_09g30_1,2025-12-19,C6-401,80,30,SP1031(30),0.375
19/12/2025_09g30_1,2025-12-19,C6-402,80,30,SP1031(30),0.375
19/12/2025_09g30_1,2025-12-19,B1-301,56,30,SP1031(30),0.5357142857142857
19/12/2025_09g30_1,2025-12-19,B4-402,60,30,SP1031(30),0.5
19/12/2025_09g30_1,2025-12-19,B4-403,60,30,SP1031(30),0.5
19/12/2025_09g30_1,2025-12-19,B1-212,72,30,SP1031(30),0.4166666666666667
19/12/2025_09g30_1,2025-12-19,B1-308,72,30,SP1031(30),0.4166666666666667
19/12/2025_09g30_1,2025-12-19,B1-309,56,30,SP1031(30),0.5357142857142857
19/12/2025_09g30_1,2025-12-19,B1-311,80,30,SP1031(30),0.375
19/12/2025_09g30_1,2025-12-19,B1-313,56,30,SP1031(30),0.5357142857142857
19/12/2025_09g30_1,2025-12-19,B1-314,56,30,SP1031(30),0.5357142857142857
19/12/2025_09g30_1,2025-12-19,B1-315,56,30,SP1031(30),0.5357142857142857
19/12/2025_09g30_1,2025-12-19,B4-301,60,30,SP1031(30),0.5
19/12/2025_09g30_1,2025-12-19,B4-302,60,30,SP1031(30),0.5
19/12/2025_09g30_1,2025-12-19,B4-303,60,30,SP1031(30),0.5
19/12/2025_09g30_1,2025-12-19,B4-305,80,30,SP1031(30),0.375
19/12/2025_09g30_1,2025-12-19,B4-306,80,30,SP1031(30),0.375
19/12/2025_09g30_1,2025-12-19,B4-401,60,30,SP1031(30),0.5
19/12/2025_09g30_1,2025-12-19,B1-302,56,29,SP1031(29),0.5178571428571429
19/12/2025_09g30_1,2025-12-19,B1-303,56,29,SP1031(29),0.5178571428571429
19/12/2025_09g30_2,2025-12-19,H1-101,138,137,"TR3137(49), EE3099(48), SP1031(40)",0.9927536231884058
19/12/2025_09g30_2,2025-12-19,H6-210,80,40,SP1031(40),0.5
19/12/2025_09g30_2,2025-12-19,H2-205,117,40,SP1031(40),0.3418803418803419
19/12/2025_09g30_2,2025-12-19,H6-305,129,40,SP1031(40),0.31007751937984496
19/12/2025_09g30_2,2025-12-19,H6-306,80,40,SP1031(40),0.5
19/12/2025_09g30_2,2025-12-19,H6-308,144,40,SP1031(40),0.2777777777777778
19/12/2025_09g30_2,2025-12-19,H6-310,80,40,SP1031(40),0.5
19/12/2025_09g30_2,2025-12-19,H6-311,135,40,SP1031(40),0.2962962962962963
19/12/2025_09g30_2,2025-12-19,H6-312,80,40,SP1031(40),0.5
19/12/2025_09g30_2,2025-12-19,H6-313,80,40,SP1031(40),0.5
19/12/2025_09g30_2,2025-12-19,H6-405,120,40,SP1031(40),0.3333333333333333
19/12/2025_09g30_2,2025-12-19,H6-411,80,40,SP1031(40),0.5
19/12/2025_09g30_2,2025-12-19,H6-412,123,40,SP1031(40),0.3252032520325203
19/12/2025_09g30_2,2025-12-19,H6-504,106,40,SP1031(40),0.37735849056603776
19/12/2025_09g30_2,2025-12-19,H6-506,105,40,SP1031(40),0.38095238095238093
19/12/2025_09g30_2,2025-12-19,H6-510,102,40,SP1031(40),0.39215686274509803
19/12/2025_09g30_2,2025-12-19,H6-512,105,40,SP1031(40),0.38095238095238093
19/12/2025_09g30_2,2025-12-19,H6-514,108,40,SP1031(40),0.37037037037037035
19/12/2025_09g30_2,2025-12-19,H6-516,114,40,SP1031(40),0.3508771929824561
19/12/2025_09g30_2,2025-12-19,H6-211,126,40,SP1031(40),0.31746031746031744
19/12/2025_09g30_2,2025-12-19,H6-214,80,40,SP1031(40),0.5
19/12/2025_09g30_2,2025-12-19,H6-208,117,40,SP1031(40),0.3418803418803419
19/12/2025_09g30_2,2025-12-19,H2-407,84,40,SP1031(40),0.47619047619047616
19/12/2025_09g30_2,2025-12-19,H2-207,135,40,SP1031(40),0.2962962962962963
19/12/2025_09g30_2,2025-12-19,H2-302,117,40,SP1031(40),0.3418803418803419
19/12/2025_09g30_2,2025-12-19,H2-304,93,40,SP1031(40),0.43010752688172044
19/12/2025_09g30_2,2025-12-19,H2-307,117,40,SP1031(40),0.3418803418803419
19/12/2025_09g30_2,2025-12-19,H2-404,93,40,SP1031(40),0.43010752688172044
19/12/2025_09g30_2,2025-12-19,H2-406,156,40,SP1031(40),0.2564102564102564
19/12/2025_09g30_2,2025-12-19,H2-403,93,40,SP1031(40),0.43010752688172044
19/12/2025_09g30_2,2025-12-19,H6-109,80,40,SP1031(40),0.5
19/12/2025_09g30_2,2025-12-19,H6-110,80,40,SP1031(40),0.5
19/12/2025_09g30_2,2025-12-19,H6-112,80,40,SP1031(40),0.5
19/12/2025_09g30_2,2025-12-19,H6-113,129,40,SP1031(40),0.31007751937984496
19/12/2025_09g30_2,2025-12-19,H6-205,117,40,SP1031(40),0.3418803418803419
19/12/2025_09g30_2,2025-12-19,H6-206,80,40,SP1031(40),0.5
19/12/2025_09g30_2,2025-12-19,H6-213,80,40,SP1031(40),0.5
19/12/2025_09g30_2,2025-12-19,H6-413,80,39,SP1031(39),0.4875
19/12/2025_09g30_2,2025-12-19,H6-414,80,39,SP1031(39),0.4875
19/12/2025_09g30_2,2025-12-19,H6-415,80,39,SP1031(39),0.4875
19/12/2025_09g30_2,2025-12-19,H6-802,120,39,SP1031(39),0.325
19/12/2025_09g30_2,2025-12-19,H6-810,120,37,SP1031(37),0.30833333333333335
19/12/2025_09g30_2,2025-12-19,H1-106,66,35,SP1031(35),0.5303030303030303
19/12/2025_09g30_2,2025-12-19,H2-305,63,34,SP1031(34),0.5396825396825397
19/12/2025_09g30_2,2025-12-19,H2-402,63,33,SP1031(33),0.5238095238095238
19/12/2025_09g30_2,2025-12-19,H2-405,63,27,SP1031(27),0.42857142857142855
19/12/2025_13g00_1,2025-12-19,B4-505,120,120,"CO3053(46), IM2017(43), TR3145(31)",1.0
19/12/2025_13g00_1,2025-12-19,B1-311,80,78,"IM2017(40), EE2021(38)",0.975
19/12/2025_13g00_1,2025-12-19,B4-306,80,78,"CH2051(35), ME2009(34), CI2133(9)",0.975
19/12/2025_13g00_1,2025-12-19,B4-501,80,76,"ME2009(32), CH2051(32), CO3053(12)",0.95
19/12/2025_13g00_1,2025-12-19,B6-305,60,60,"EE2021(31), ME2009(29)",1.0
19/12/2025_13g00_1,2025-12-19,B4-504,60,60,"ME2009(30), IM2017(30)",1.0
19/12/2025_13g00_1,2025-12-19,B4-405,60,60,"ME2009(30), EE2021(30)",1.0
19/12/2025_13g00_1,2025-12-19,B6-303,60,60,"EE2021(30), CH2051(30)",1.0
19/12/2025_13g00_1,2025-12-19,B4-302,60,56,"CH2051(30), ME2009(26)",0.9333333333333333
19/12/2025_13g00_1,2025-12-19,B4-301,60,52,"CH2051(29), CI2133(23)",0.8666666666666667
19/12/2025_13g00_1,2025-12-19,B4-403,60,48,"CH2051(26), EE2021(22)",0.8
19/12/2025_13g00_1,2025-12-19,C6-102,100,18,CI1033(18),0.18
19/12/2025_13g00_2,2025-12-19,H3-306,142,140,"TR3145(45), CI2133(44), IM2017(40), CI1033(11)",0.9859154929577465
19/12/2025_13g00_2,2025-12-19,H1-104,138,122,"CI2133(41), TR3145(41), EE2021(40)",0.8840579710144928
19/12/2025_13g00_2,2025-12-19,H6-504,106,106,"CI2133(41), EE2021(40), ME2009(25)",1.0
19/12/2025_13g00_2,2025-12-19,H6-506,105,100,"CI2133(41), EE2021(40), TR3145(19)",0.9523809523809523
19/12/2025_13g00_2,2025-12-19,H1-101,138,138,"EE3041(40), IM2017(40), ME2009(40), CO3053(18)",1.0
19/12/2025_13g00_2,2025-12-19,H6-802,120,120,"IM2017(40), ME2009(40), EE2021(40)",1.0
19/12/2025_13g00_2,2025-12-19,H6-308,144,138,"ME2009(40), TR3145(40), EE2021(40), EE3041(18)",0.9583333333333334
19/12/2025_13g00_2,2025-12-19,H6-405,120,120,"ME2009(40), EE2021(40), CH2051(40)",1.0
19/12/2025_13g00_2,2025-12-19,H6-412,123,120,"ME2009(40), CH2051(40), CI2133(40)",0.975609756097561
19/12/2025_13g00_2,2025-12-19,H2-302,117,115,"CH2051(40), CO3053(40), CI1033(35)",0.9829059829059829
19/12/2025_13g00_2,2025-12-19,H2-207,135,119,"CH2051(40), CO3053(40), CI2133(39)",0.8814814814814815
19/12/2025_13g00_2,2025-12-19,H2-404,93,79,"CO3053(40), CI2133(39)",0.8494623655913979
19/12/2025_13g00_2,2025-12-19,H2-406,156,155,"CO3053(40), ME2009(39), TR3145(38), IM2017(38)",0.9935897435897436
19/12/2025_13g00_2,2025-12-19,H2-407,84,75,"CO3053(38), CH2051(37)",0.8928571428571429
19/12/2025_13g00_2,2025-12-19,H6-313,80,70,"ME2009(35), CI1033(35)",0.875
19/12/2025_13g00_2,2025-12-19,H6-110,80,64,"EE2021(32), ME2009(32)",0.8
19/12/2025_13g00_2,2025-12-19,H6-112,80,62,"EE2021(32), CH2051(30)",0.775
19/12/2025_13g00_2,2025-12-19,H6-212,80,59,"EE2021(31), ME2009(28)",0.7375
19/12/2025_13g00_2,2025-12-19,H6-210,80,31,EE2021(31),0.3875
19/12/2025_13g00_2,2025-12-19,H6-206,80,31,EE2021(31),0.3875
19/12/2025_13g00_2,2025-12-19,H6-213,80,20,EE2021(20),0.25
19/12/2025_15g30_1,2025-12-19,B4-403,60,32,CO3015(32),0.5333333333333333
19/12/2025_15g30_1,2025-12-19,B4-402,60,30,CO3015(30),0.5
19/12/2025_15g30_2,2025-12-19,H6-109,80,40,CO3015(40),0.5
19/12/2025_15g30_2,2025-12-19,H6-110,80,40,CO3015(40),0.5
19/12/2025_15g30_2,2025-12-19,H6-113,129,40,CO3015(40),0.31007751937984496
19/12/2025_15g30_2,2025-12-19,H6-112,80,37,CO3015(37),0.4625
20/12/2025_07g00_2,2025-12-20,H6-112,80,66,"LA1057(38), LA1041(28)",0.825
20/12/2025_09g30_1,2025-12-20,B4-303,60,19,LA1043(19),0.31666666666666665
20/12/2025_09g30_2,2025-12-20,H6-112,80,25,LA1043(25),0.3125
20/12/2025_09g30_2,2025-12-20,H6-113,129,25,LA1043(25),0.1937984496124031
22/12/2025_07g00_1,2025-12-22,B4-406,108,95,"PH1003(46), PH1011(38), CI2139(11)",0.8796296296296297
22/12/2025_07g00_1,2025-12-22,B4-501,80,72,"PH1003(42), PH1011(30)",0.9
22/12/2025_07g00_1,2025-12-22,B4-502,80,71,"PH1003(41), PH1011(30)",0.8875
22/12/2025_07g00_1,2025-12-22,B1-306,84,69,"PH1003(39), PH1011(30)",0.8214285714285714
22/12/2025_07g00_1,2025-12-22,B4-505,120,99,"PH1003(39), PH1011(30), IM3021(30)",0.825
22/12/2025_07g00_1,2025-12-22,B1-208,84,66,"PH1003(39), PH1011(27)",0.7857142857142857
22/12/2025_07g00_1,2025-12-22,B4-305,80,64,"PH1003(39), CI2139(25)",0.8
22/12/2025_07g00_1,2025-12-22,B4-306,80,39,PH1003(39),0.4875
22/12/2025_07g00_1,2025-12-22,B1-311,80,39,PH1003(39),0.4875
22/12/2025_07g00_1,2025-12-22,B1-305,72,38,PH1003(38),0.5277777777777778
22/12/2025_07g00_1,2025-12-22,B1-212,72,37,PH1003(37),0.5138888888888888
22/12/2025_07g00_1,2025-12-22,B1-213,72,36,PH1003(36),0.5
22/12/2025_07g00_1,2025-12-22,B6-306,80,35,PH1003(35),0.4375
22/12/2025_07g00_1,2025-12-22,C4-301,80,35,PH1003(35),0.4375
22/12/2025_07g00_1,2025-12-22,C4-502,80,35,PH1003(35),0.4375
